3.4207888,0.057054054
5.0600257,0.07415478
7.353574,0.08625789
8.963911,0.09143845
13.191493,0.1262583
15.226953,0.14028157
17.248396,0.16598791
21.2436,0.1949223
23.386631,0.21328352
29.39645,0.23104325
33.39357,0.24600942
35.22318,0.2650354
36.971794,0.23417953
39.282734,0.25146753
43.360226,0.26486334
45.33306,0.22827119
47.39757,0.23365751
49.315784,0.23146647
51.29401,0.22708793
53.330986,0.22801395
55.208057,0.2196594
61.317413,0.23015895
63.37379,0.19957355
65.27087,0.19516745
67.352234,0.18727213
69.29889,0.1765038
71.34611,0.18843293
73.31358,0.20531519
77.06449,0.17493346
78.95082,0.15673617
83.02142,0.16116546
84.964745,0.1503036
87.3785,0.15451518
89.34887,0.16577733
91.234955,0.14252947
93.3992,0.14607939
97.115166,0.1461402
99.15243,0.13994929
103.08435,0.13175394
107.31762,0.13508128
109.21523,0.12780225
111.218636,0.13565019
115.317825,0.1264497
117.27677,0.114964925
119.17635,0.11717541
121.26923,0.115994945
123.059875,0.1116303
125.0086,0.111216776
126.94375,0.10852623
128.97581,0.09736724
131.31654,0.103724994
133.32494,0.10411323
135.04475,0.108108886
137.0018,0.1009508
138.99554,0.09792316
141.02571,0.09987632
143.12114,0.09930025
144.97853,0.11303123
149.38959,0.08736889
153.2619,0.08848032
156.96756,0.10425078
159.10861,0.10900696
160.96936,0.08346292
162.95128,0.081201755
165.32997,0.08601882
167.2822,0.08251017
168.96172,0.07711259
171.36742,0.068176985
175.27654,0.089960165
177.36606,0.060594108
179.1783,0.07602452
191.01993,0.06736631
193.38394,0.054862626
195.16603,0.06357477
197.05827,0.07974987
199.10338,0.05724015
201.3129,0.06174649
203.29178,0.072986655
209.36008,0.058311258
211.41849,0.056569505
215.31981,0.050017405
217.22845,0.056236744
218.93326,0.05721817
221.06229,0.05119037
223.40665,0.055469967
227.03499,0.05511455
229.0922,0.049351785
240.92404,0.048363596
245.40625,0.038324077
247.13531,0.053046834
249.13103,0.04354769
253.12566,0.04356889
255.35887,0.0422306
257.33597,0.03826312
259.07874,0.04095604
261.10522,0.038358897
262.93097,0.04123384
264.99347,0.03640251
267.02484,0.035886288
268.98764,0.038036607
270.92853,0.03576999
273.288,0.039731845
274.98117,0.038883008
278.94577,0.035176184
283.0799,0.032543443
285.31427,0.049326684
287.1407,0.033885833
289.07938,0.042934295
291.28018,0.032518443
293.33176,0.04016991
295.1221,0.02686436
297.2695,0.032369256
301.3534,0.027233776
305.05203,0.029438097
307.0078,0.028078144
309.28415,0.021487974
311.05298,0.028651353
312.95288,0.02792549
315.05966,0.028008418
317.22028,0.023864888
318.98465,0.024025252
320.93732,0.022522017
327.32904,0.024388667
331.00433,0.023201842
333.25113,0.02326855
339.24203,0.016502282
341.34552,0.022141464
343.094,0.018654937
347.2959,0.019561293
348.92444,0.015951665
351.3902,0.012457349
355.06174,0.02401332
361.3632,0.020051692
362.97552,0.019327993
365.3402,0.018036693
367.13687,0.017365748
369.30093,0.017097158
371.13153,0.013806937
375.0115,0.013691676
379.2125,0.016659614
381.2199,0.014995582
383.15686,0.020773148
385.14072,0.015301774
387.25253,0.012207205
389.00742,0.016214708
391.1789,0.020773586
393.0879,0.015193664
395.1733,0.015102849
397.21863,0.013929032
399.18677,0.009135245
401.26358,0.012073372
402.95764,0.011165676
405.16397,0.0125451395
406.9698,0.010611077
408.99646,0.012144307
413.22714,0.013042397
419.3626,0.012426316
421.06012,0.0092746625
424.97113,0.0133464895
427.02478,0.011303251
431.2325,0.009135245
433.12357,0.009135245
435.35672,0.011389284
