1.368767,2.0169623
5.2030725,2.2086976
7.3715672,2.3172684
9.248073,2.371899
11.404367,2.3963215
15.136265,2.553563
17.264544,2.6446958
19.183702,2.5715659
21.396505,2.7382455
23.469711,2.8656833
31.03418,3.2376761
35.32634,3.279409
37.435867,3.3260715
45.07316,3.428522
47.26867,3.464174
49.3523,3.631828
51.220356,3.643743
53.440914,3.7750788
61.19321,3.930184
63.38592,3.9172564
65.35889,3.9422326
67.10868,3.8474133
69.23655,3.9560556
75.01673,3.9413369
79.127945,3.9964478
85.17653,3.9168668
89.02002,4.0061455
91.38123,3.8112757
95.43502,3.776842
107.25908,3.649185
127.21812,2.9885747
129.49852,2.8250108
131.37962,2.7198076
133.32397,2.7326105
135.44945,2.713381
137.33054,2.6367824
143.14381,2.5147736
145.44194,2.4871325
147.03766,2.345014
149.47636,2.4548385
153.15251,2.4529803
155.32713,2.256903
159.13252,2.1569278
165.44817,2.128143
171.12622,2.0114357
177.44872,1.8355229
179.13815,1.8256311
181.17273,1.8778685
187.03894,1.8308232
197.20847,1.5334741
199.0834,1.5923522
203.20938,1.5818341
205.28593,1.5002238
211.0352,1.4593797
217.3029,1.2759646
221.40836,1.2804409
223.28632,1.2656038
225.09666,1.244739
227.17793,1.1925008
237.32489,1.1163844
241.01337,1.0718534
243.22336,1.0083227
245.27956,0.9977475
247.02124,1.0090618
249.15527,0.99531466
251.49246,0.95469105
259.4216,0.90652835
261.12396,0.8958025
265.2202,0.8049679
271.33145,0.8060288
277.4367,0.7756655
281.00958,0.75481564
285.46527,0.69307494
287.42328,0.7045038
297.10223,0.66927487
301.23438,0.61746854
303.30667,0.5988934
305.41937,0.5773055
307.2766,0.57824725
311.25314,0.544797
321.11316,0.46278566
323.09317,0.5445559
327.3677,0.48039934
329.1889,0.46726912
333.09003,0.42752352
335.28787,0.43587583
337.41528,0.43458986
339.44604,0.42873067
341.1914,0.41995633
343.16562,0.42260498
347.3694,0.38975826
351.06583,0.37849703
353.05557,0.34867772
357.2568,0.3556532
367.05618,0.33975998
371.39166,0.29364562
375.4357,0.27286208
379.172,0.28078836
385.28577,0.27810758
387.4019,0.2579021
393.0245,0.22238462
395.2917,0.26385415
397.42825,0.26466295
403.04886,0.23377487
405.04684,0.21594077
409.05206,0.23575546
411.08414,0.21084118
415.19357,0.195418
417.23605,0.2051089
421.46616,0.19309218
423.4048,0.19290233
435.44214,0.16565953
437.2622,0.16526769
439.16153,0.16431643
447.395,0.14089961
455.40805,0.13365585
459.35864,0.12858602
463.2206,0.13641462
465.0928,0.11528813
467.12378,0.13911626
469.1809,0.12676597
471.40555,0.109897316
477.231,0.12350254
483.22202,0.09891546
485.00336,0.11007276
487.00388,0.10778027
493.39062,0.0853078
497.3806,0.10654121
503.2993,0.08604467
505.315,0.09727619
507.33472,0.092982955
509.39594,0.09155794
515.3952,0.08220977
517.03937,0.08219829
519.4904,0.075443394
525.235,0.07417529
527.3661,0.067132935
529.0919,0.06428217
531.1713,0.07032593
533.4748,0.07069605
537.0069,0.05524194
